"Tag Code","Mark File Name","Mark Date MMDDYYYY","Mark Site Name","Release Date MMDDYYYY","Release Site Name","Mark Conditional Comment Name","Mark Conditional Comment Code","SRR Code","SRR Name","SRR Code Code","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Recap Date MMDDYYYY","Recap File Name","Recap Release Date MMDDYYYY","Recap Release Site Name","Recap Site Name","Recap Species Code","Recap Species Name","Recap Run Code","Recap Run Name","Recap Rear Type Code","Recap Rear Type Name","Recap SRR Code","Recap SRR Name","Recap Conditional Comment Name","Recap Conditional Comment Code","Recap Count"
"3DD.00773B7875","JKF14192.AFF","7/11/2014","BONAFF - BON - Adult Fish Facility","7/11/2014","BONAFF - BON - Adult Fish Facility","Mature, Adipose Intact (not clipped), Returning Fish, Tagged as Adult","MT AT AI RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/1/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3DD.00773B7E5E","JKF14218.AFF","8/6/2014","BONAFF - BON - Adult Fish Facility","8/6/2014","BONAFF - BON - Adult Fish Facility","Mature, Adipose Intact (not clipped), Returning Fish, Tagged as Adult","MT AT AI RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","9/12/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3DD.00773B842F","JKF14198.AFF","7/17/2014","BONAFF - BON - Adult Fish Facility","7/17/2014","BONAFF - BON - Adult Fish Facility","Mature, Adipose Intact (not clipped), Returning Fish, Tagged as Adult","MT AT AI RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/8/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3DD.00773BA129","JKF14205.AFF","7/24/2014","BONAFF - BON - Adult Fish Facility","7/24/2014","BONAFF - BON - Adult Fish Facility","Mature, Adipose Intact (not clipped), Returning Fish, Tagged as Adult","MT AT AI RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/4/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3DD.00773BA2AA","JKF14205.AFF","7/24/2014","BONAFF - BON - Adult Fish Facility","7/24/2014","BONAFF - BON - Adult Fish Facility","Mature, Adipose Intact (not clipped), Returning Fish, Tagged as Adult","MT AT AI RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/11/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3DD.00773BA793","JKF14248.AFF","9/5/2014","BONAFF - BON - Adult Fish Facility","9/5/2014","BONAFF - BON - Adult Fish Facility","Body Injury - Prior to Tagging, Returning Fish, Mature, Adipose Fin Clip, Tagged as Adult","MT AT I AD RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","9/22/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3DD.00773BC520","JKF14219.AFF","8/7/2014","BONAFF - BON - Adult Fish Facility","8/7/2014","BONAFF - BON - Adult Fish Facility","Returning Fish, Mature, Adipose Fin Clip, Tagged as Adult","MT AT AD RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/22/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3DD.00773BC531","JKF14212.AFF","7/31/2014","BONAFF - BON - Adult Fish Facility","7/31/2014","BONAFF - BON - Adult Fish Facility","Mature, Adipose Intact (not clipped), Returning Fish, Tagged as Adult","MT AT AI RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/22/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3DD.00773BC712","JKF14211.AFF","7/30/2014","BONAFF - BON - Adult Fish Facility","7/30/2014","BONAFF - BON - Adult Fish Facility","Mature, Adipose Intact (not clipped), Returning Fish, Tagged as Adult","MT AT AI RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/13/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3DD.00773BF14D","CCC14203.BON","7/22/2014","BONAFF - BON - Adult Fish Facility","7/22/2014","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","Radio Tagged, Tagged as Adult, Returning Fish","RT AT RF","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/4/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3DD.00773CA3E1","CME13247.CH2","9/4/2013","EBNK - East Bank Hatchery","5/2/2014","CHIWAR - Chiwawa River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","7/15/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3DD.00773D3F69","CME13247.NA3","9/4/2013","EBNK - East Bank Hatchery","5/5/2014","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/10/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Mature, Recapture, Female, Returning Fish, Radio Tagged","RF MT RE FE RT","1"
"3DD.00773D5116","CME13247.NA3","9/4/2013","EBNK - East Bank Hatchery","5/5/2014","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/17/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3DD.007741173D","MRC14283.WT1","10/10/2014","WINT - Winthrop National Fish Hatchery","4/15/2015","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","9/20/2017","NBD-2017-191-PRD.xml","9/20/2017","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Mature, Returning Fish, Female, Recapture","FE MT RE RF","1"
"3DD.0077416379","CME13247.WR2","9/4/2013","EBNK - East Bank Hatchery","5/2/2014","WENATR - Wenatchee River","Adipose Fin Clip","AD","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/14/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3DD.00774244B1","DMM-2014-126-TP2.xml","5/6/2014","LGR - Lower Granite Dam","5/7/2014","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","","","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/1/2016","NBD-2016-183-PRD.xml","8/19/2016","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Mature, Recapture, Female, Returning Fish, Radio Tagged","RF MT RE FE RT","1"
"3DD.0077444DE6","CCC14201.BON","7/20/2014","BONAFF - BON - Adult Fish Facility","7/20/2014","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","Radio Tagged, Tagged as Adult, Returning Fish","RT AT RF","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/4/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3DD.0077473464","MRC14283.WT2","10/10/2014","WINT - Winthrop National Fish Hatchery","4/15/2015","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","9/18/2017","NBD-2017-191-PRD.xml","9/18/2017","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Male, Recapture, Mature","MA MT RE RF","1"
"3DD.0077489F9A","CCC14206.BON","7/25/2014","BONAFF - BON - Adult Fish Facility","7/25/2014","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","Radio Tagged, Tagged as Adult, Returning Fish","RT AT RF","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","8/18/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3DD.007749E44E","DTL-2015-232-RTA.xml","8/20/2015","TANEUC - Taneum Creek, Yakima River Basin","8/26/2015","TANEUC - Taneum Creek, Yakima River Basin","","","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","8/2/2019","NBD-2019-189-PRD.xml","8/2/2019","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Mature, Returning Fish, Female, Recapture","FE MT RE RF","1"
"3DD.00774E2065","IPC14030.N43","1/30/2014","NISP - Niagara Springs Hatchery","4/1/2014","SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397)","Adipose Fin Clip","AD","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","10/8/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3DD.00774E2A94","IPC14030.N32","1/30/2014","NISP - Niagara Springs Hatchery","3/26/2014","SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397)","Adipose Fin Clip","AD","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/1/2016","NBD-2016-183-PRD.xml","9/19/2016","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3DD.00774F78EF","MAW14127.R3N","5/7/2014","JDA - John Day Dam","5/8/2014","COLR5 - Columbia River - John Day Dam to Snake River (km 347-522)","Adipose Fin Clip, Sonic (Acoustic) Tag Implant","SI AD","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/1/2016","NBD-2016-183-PRD.xml","9/20/2016","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3DD.0077527AB1","NBD-2014-188-PRD.xml","7/7/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","9/10/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","9/10/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RE RF MT AT FE","1"
"3DD.00775295EF","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/19/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD15187.PRR","8/20/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RF MT AT RE FE","1"
"3DD.007752E67B","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/28/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD15187.PRR","9/14/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Tagged as Adult, Mature, Recapture","RF MT AT RE MA","1"
"3DD.00775306D7","NBD-2014-188-PRD.xml","7/7/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","8/22/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Tagged as Adult, Returning Fish, Recapture, Mature","RE RF MT AT MA","1"
"3DD.00775342AB","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/24/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD15187.PRR","8/26/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RF MT AT RE FE","1"
"3DD.007753511F","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/21/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/6/2015","NBD15187.PRR","8/21/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Male, Returning Fish, Tagged as Adult, Mature, Recapture","RF MT AT RE MA","1"
"3DD.0077535BF6","NBD-2014-188-PRD.xml","7/7/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/27/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/1/2016","NBD-2016-183-PRD.xml","9/28/2016","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3DD.0077536120","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/19/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Tagged as Adult, Male, Mature, Returning Fish, Radio Tagged","RF MT AT MA RT","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD15187.PRR","9/2/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Male, Mature, Recapture, Returning Fish, Radio Tagged","RF MT AT RE MA RT","1"
"3DD.00775365CE","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","7/10/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD15187.PRR","7/13/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RF MT AT RE FE","1"
"3DD.0077536A42","NBD-2014-188-PRD.xml","7/7/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RE RF MT AT FE","1"
"3DD.00775383E3","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/20/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD15187.PRR","8/21/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RF MT AT RE FE","1"
"3DD.00775447F7","NBD-2014-188-PRD.xml","7/7/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","10/3/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","10/6/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Tagged as Adult, Returning Fish, Recapture, Mature","RE RF MT AT MA","1"
"3DD.00775448E4","NBD-2014-188-PRD.xml","7/7/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RE RF MT AT FE","1"
"3DD.0077546DA4","NBD-2014-188-PRD.xml","7/7/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","7/23/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","7/28/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RE RF MT AT FE","1"
"3DD.0077547BEF","NBD-2015-187-PRD.xml","7/6/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","7/29/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD15187.PRR","8/17/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Female, Mature, Recapture, Returning Fish","RF MT AT RE FE","1"
